question,answer,source
20天的孩子可以吃咱们家的益生菌吗？,不可以，咱们的益生菌是成人菌株，中国批准的婴儿用菌有专门适合婴儿的菌株，建议使用批准的婴儿用菌。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_10.txt
4岁的孩子可以喝益生菌嘛？,不推荐，建议使用儿童专用益生菌产品。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_10.txt
我们客户现在只能吃流食，三宝丸能打碎了拌到里面一起喝吗？,建议在医生的指导下使用，以免影响病情。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_10.txt
有肠息肉肠腺性瘤的可以吃益生菌吗？,建议在医生指导下使用，不建议盲目服用。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_10.txt
服用灵芝孢子粉血压升高是什么原因？,灵芝孢子粉可能引起血压升高的原因包括个体差异、不良反应等，建议停止使用并咨询医师。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_10.txt
益生菌即食乳酸菌也是河北一然生产的跟咱的益生菌有什么区别？,可能存在不同的菌株、活菌数和产品配方成分，建议对比详细产品说明或咨询厂家了解区别。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_10.txt
如何解决客户收到产品问题而需要厂家赔付的情况？,提供产品问题图片，盒子袋子上生产日期拍照发过来，找厂家赔付一盒处理，客户的收货地址一起发过来。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_138.txt
如果订单长时间未发货，应该向谁寻求帮助？,可以直接向平台或保税区确认，他们会处理所有未发未更新信息的订单，并确保所有未有问题的订单全部发货完毕。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_138.txt
对于长时间未动静的订单，应该如何处理？,可以向相关负责人提供订单截图，让其查看处理情况。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_138.txt
如何查找已发货但没有物流信息的订单的物流单号？,点击查看物流，会显示里面的物流单号。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_138.txt
新顾客加私信后的沟通内容需要由谁分享？,可以向私信沟通内容的人寻求分享。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_138.txt
辅酶下单时为什么一定要按照8瓶/次的规则下单？,因为下单时一定要按照8瓶/次下单规则，这是公司的规定。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_114.txt
辅酶Q10下单后正常多久可以发出？,辅酶Q10下单后正常3-5天发出，由于需要人工审核，推送到海关后还会抽查审查。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_114.txt
如果在下单时没有备注，会出现什么问题？,不备注都会正常发货，只是后面算业绩可能出现错漏，备注是为了方便公司最终算业绩时准确算到门店。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_114.txt
下单时需要备注的目的是什么？,下单时需要做备注是为了公司最终算业绩时，能准确算到门店，在正常发货的情况下备注并不影响发货流程。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_114.txt
申请退款后，平台会如何处理退款？,申请退款，平台审核后会即刻退款至原支付路径。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_114.txt
辅酶Q10服用后导致头晕不舒服，应该如何处理？,辅酶Q10并不影响脑组织，通常不会导致头晕不舒服。这种情况可以考虑可能是服用了影响血压或血糖的药物，或受气温影响了血压。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_114.txt
肽有哪些副作用？,色素沉着可能是肽的过量服用引起的，建议按产品包装上的服用量，避免过渡晒太阳和摄入油脂。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_5.txt
老年色素沉积是什么引起的？,老年色素沉积与老年人皮肤角质层的退行、氧化脂肪出现老年性色素沉积有关。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_5.txt
服用磷虾油的剂量和时间是否要特别注意？,支架刚搭完未出院的客户不宜食用磷虾油，稳定后可根据标签服用量，一年后可适当加量。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_5.txt
为什么服用胶原蛋白肽后会出现嗓子有痰的症状？,胶原蛋白肽导致咳嗽嗓子有痰症状需要咨询专业人士，并注意配合服用后的个人状态。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_5.txt
为什么服用磷虾油后会出现黑色疙瘩状大便？,服用磷虾油导致黑色疙瘩状大便的症状需要咨询专业人士，并注意配合服用后的个人状态。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_5.txt
顾客答了两个视频答题一个能收到红包，另一个答题就收不到红包是怎么回事？,可能是因为答题情况不同导致的，建议店长端后台查看顾客的答题详情确认情况。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_160.txt
果蔬机售后联系谁呢?,您可以联系封振辉经理进行果蔬机售后服务。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_160.txt
店面开户公示需要留意哪些事项?,需要注意留存好办理公户资料和U盾，后期统一收集。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_160.txt
果蔬机售后找谁?,您可以联系封振辉经理进行果蔬机售后服务。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_160.txt
系统升级期间店长端发红包服务会暂停么?,是的，系统升级期间店长端发红包服务会暂停，在升级完成后会在群内告知。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_160.txt
老师可以说一下肽的对比实验具体操作步骤吗?,肽的对比实验具体操作步骤通常需要根据具体实验设计和肽样品的性质来进行制定，建议向您的老师进行详细咨询。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_160.txt
为何会员下单的辅酶Q10还没发货?,可能是因为辅酶Q10暂时缺货，建议关注订货日期以便确认发货时间。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_160.txt
客户取货的羊奶粉一盒里面不一样怎么解释?,可能是生产过程中发生的误操作或者包装错误所致，建议向相关部门进行反馈并进行处理。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_160.txt
什么时候可以发红包发送失败了,这条记录不包含保健品相关问答对,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_51.txt
红磷虾油的溯源地查询怎么操作,输入执行标准号4521222001，关于包装更新：为方便顾客查询，2023年7最新的一批次将印刷查询码在包装正面；印刷完成后会在群内公示。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_51.txt
红磷虾油的胶囊皮成分是什么,这条记录不包含保健品相关问答对,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_51.txt
乳腺癌手术前能吃什么保健品,可以考虑服用灵芝孢子粉、牦牛骨胶原蛋白肽、磷虾油，三宝丸,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_51.txt
服用肽后血压升高正常吗,这条记录不包含保健品相关问答对,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_51.txt
客户喝中药期间，能喝肽吗？,建议客户在喝中药期间遵循中医医生的建议，最好咨询医生是否可以同时服用肽。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_166.txt
肽是否会引起胸闷等症状？,顾客服用肽出现胸闷等症状需要引起重视，建议采购部联系肽的工厂研发部门咨询原因。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_166.txt
阿克虾油为什么叫糖果？,糖果可能是一种产品促销推广的绰号，客户可能会对产品名字感到困惑，需要向客户解释产品的功效和特点。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_107.txt
怎样解释阿克虾油给客户？,可以解释阿克虾油的功效、适用人群和服用方法，让客户了解产品的价值和作用。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_107.txt
顾客吃肽后出现持续月经异常的情况怎么解决？,出现持续月经异常情况需要引起重视，建议客户停止食用肽并及时就医，同时询问客户是否在服用肽前咨询过医生，以及肽的具体品牌和购买渠道，以便进行进一步分析和介入。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_107.txt
服用肽出现神经亢奋失眠的可能原因是什么？,蛋白质过多摄入会刺激交感神经兴奋，导致神经细胞兴奋。但这种情况只出现在一小部分人身上，适量服用肽会对安神助眠、营养神经起到辅助作用。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_173.txt
叔叔服用灵芝孢子粉后头上起疙瘩的可能原因是什么？,灵芝孢子粉性质温和，但大量食用或个体体质较差者，可能导致体内湿气过重，引起额头头部长痘。这种情况涉及体内的湿毒问题。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_173.txt
肾炎患者可以喝肽吗？,肾炎患者要尽量控制蛋白质和钾的摄入，因此不能服用肽。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_173.txt
羊奶粉发黄了还能喝吗？,羊奶粉发黄可能是被氧化，变黄的不能再喝。建议拍摄生产日期并安排售后补发一盒新的羊奶粉。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_173.txt
牛初乳发黄还能再吃吗？,不能吃了,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_141.txt
10月30日晚上6点后下的订单大概什么时候能发货？,需要等到11月25左右发货,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_141.txt
10.21号下的订单现在还有发货吗？,已全部发了,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_141.txt
辅酶现在可以下单购买吗？,辅酶现在可以下单购买，可以咨询采购部负责人。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_29.txt
客户说辅酶瓶子重量不一样，颗粒不够，打开就说不清了，怎么回事？,辅酶新西兰工厂这边包装线都是自动数粒机，粒子装瓶后，传送带上有一个自动称量机，如果重量出现异常，会把有问题的瓶子踢出来。可能是瓶子重量有问题导致多粒或少粒，但是差异范围只是0.5-0.10微克，一般是1粒左右，差异过大肯定是有问题的。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_29.txt
牦牛骨胶原蛋白肽会导致屁股过敏该怎么处理？,顾客使用牦牛骨胶原蛋白肽后出现屁股过敏的情况，已经持续一个月，建议咨询专业人士了解具体原因，并停止使用该产品，采取相应治疗措施。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_29.txt
雷允上的泡脚包在团购时一般卖多少钱？,我这边了解到，雷允上的泡脚包一般在团购时售价是多少钱？,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_29.txt
如何设置顾客在人康课堂小程序刷视频增加积分或健康币？,店长可以通过后台数据显示，日均观看视频超过15次+的用户，转化率可提升10%左右，具体设置可以参见人康商学院教学视频。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_45.txt
孢子粉导致胃疼、眼睛肿、嘴唇起泡是什么原因？,这是过敏反应，属于典型的菌菇孢子过敏反应，可能导致喉咙肿胀，影响呼吸。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_45.txt
使用孢子粉出现过敏症状应该怎么处理？,不能继续服用，并且建议就医处理，特别是对于典型的菌菇孢子过敏反应，会影响呼吸。,/home/likegiver/Desktop/codes/2023_12/insurance_data_process/data/seg_txts/wanglili/part_45.txt
